"title","band_name","album_name"
"Miles Away","Hidden Tape Recorders","Self Titled"
"Sober In Tune","Hidden Tape Recorders","Self Titled"
"Tear in the Bind","Hidden Tape Recorders","Self Titled"
"01 business before pleasure","Serval Attack","Group Sounds"
"01 Things Fall Apart","Serval Attack","Group Sounds"
"01 Circle Circle Dot Dot Clean","Stu Stone","ARCHIVED RC ALBUM NAME"
"02 bob","Lukas Kaiser","Lukas Beats"
"02 ground two mix 2","Lukas Kaiser","none"
"Everythings Gonna Be OK","Lukas Kaiser","none"
"Get Your Weight Up","Lukas Kaiser","none"
"gettin my money straight","Lukas Kaiser","none"
"lifers","Lukas Kaiser","none"
"man up dance cue 5","Lukas Kaiser","none"
"man up dance cue 9","Lukas Kaiser","none"
"man up dance music cue 7","Lukas Kaiser","none"
"man up dance music cue 8","Lukas Kaiser","none"
"man up dance music cue 8 1","Lukas Kaiser","none"
"Phat","Lukas Kaiser","none"
"stuck","Lukas Kaiser","none"
"HISTORY_REBRAND_1","Serval Attack","Classical Stings"
"HISTORY_REBRAND_2","Serval Attack","Classical Stings"
"HISTORY_REBRAND_3","Serval Attack","Classical Stings"
"HISTORY_REBRAND_4","Serval Attack","Classical Stings"
"HISTORY_REBRAND_5","Serval Attack","Classical Stings"
"HISTORY_REBRAND_6","Serval Attack","Classical Stings"
"HISTORY_REBRAND_7","Serval Attack","Classical Stings"
"HISTORY_REBRAND_6_EXTENDEDM","Serval Attack","Classical Stings"
"Those Days Are Gone","Reckless Sons","Dont You Dare"
"Gimme A Sign","Reckless Sons","Dont You Dare"
"Livin For Free","Reckless Sons","Dont You Dare"
"Breakdown","Reckless Sons","Dont You Dare"
"Keep Me Home","Reckless Sons","Dont You Dare"
"Backhanded Blues","Reckless Sons","Dont You Dare"
"Hammerback","Reckless Sons","Dont You Dare"
"Hate to Love You Again","Reckless Sons","Dont You Dare"
"Dont You Dare","Reckless Sons","Dont You Dare"
"Dishes and Pills","Audrey Ryan","Dishes & Pills"
"Make Dead","Audrey Ryan","Dishes & Pills"
"No Difference","Audrey Ryan","Dishes & Pills"
"Cancer Heart","Audrey Ryan","Dishes & Pills"
"Later Alligator","Audrey Ryan","Dishes & Pills"
"People","Audrey Ryan","Dishes & Pills"
"Babies","Audrey Ryan","Dishes & Pills"
"Shiny Things","Audrey Ryan","Dishes & Pills"
"Panda Song","Audrey Ryan","Dishes & Pills"
"Simplify","Audrey Ryan","Dishes & Pills"
"Took Me There","Audrey Ryan","Dishes & Pills"
"Primadonna","Audrey Ryan","Dishes & Pills"
"Ukalalee Song","Audrey Ryan","Dishes & Pills"
"Messing Around","Audrey Ryan","Dishes & Pills"
"Primadonna Remix","Audrey Ryan","Dishes & Pills"
"I Found Out","Siwat","SIWAT EP"
"Dont Wake Up","Siwat","SIWAT EP"
"You Will Always Be Alone","Siwat","SIWAT EP"
"Tuba_1","Serval Attack","Weird Me Out"
"Tuba_2","Serval Attack","Weird Me Out"
"Tuba_2b","Serval Attack","Weird Me Out"
"Tuba_3","Serval Attack","Weird Me Out"
"Tuba_4","Serval Attack","Weird Me Out"
"ElimoCholyFlower","Ricky Sanchez","RICKY JAMS1"
"BASS_JAM3","Serval Attack","Bass Jams"
"acoustic_jams3","Serval Attack","Acoustic Jams"
"acoustic_jams1","Serval Attack","Acoustic Jams"
"BASS_JAM2","Serval Attack","Bass Jams"
"BASS_JAM4","Serval Attack","Bass Jams"
"acoustic_jam1b","Serval Attack","Acoustic Jams"
"open_cueb","Serval Attack","Magic Helmet"
"jared_Piano3","Serval Attack","Piano Jams"
"220_cue","Serval Attack","Magic Helmet"
"jared_Piano2","Serval Attack","piano Jams"
"acoustic_jams2","Serval Attack","Acoustic Jams"
"SLither","Ricky Sanchez","RicKY JAMS1"
"open_cuea","Serval Attack","Magic Helmet"
"joe_jam1","Joseph Charles Epstein","Joe Jams 1"
"bass_jams1","Serval Attack","Bass Jams"
"jared_Piano","Serval Attack","Piano Jams"
"CharlieSancho","Ricky Sanchez","RicKY JAMS1"
"latimes_7","Serval Attack","La Times"
"latimes_1","Serval Attack","LA Times"
"latimes_2","Serval Attack","LA Times"
"latimes_3","Serval Attack","LA Times"
"latimes_4","Serval Attack","LA Times"
"latimes_5","Serval Attack","LA Times"
"latimes_6","Serval Attack","LA Times"
"Arthur","James Sizemore","Sizemore"
"That Way","Audrey Ryan","Audrey Ryan - B Sides"
"Today","Audrey Ryan","Audrey Ryan - B Sides"
"wherever you are","Audrey Ryan","Audrey Ryan - B Sides"
"Sirens","Audrey Ryan","Audrey Ryan - B Sides"
"Nostalgia","Audrey Ryan","Audrey Ryan - B Sides"
"Run","Audrey Ryan","Audrey Ryan - B Sides"
"darkinstr1","Serval Attack","Film Scores"
"darkinstr2","Serval Attack","Film Scores"
"giraldi1","Serval Attack","Film Scores"
"giraldi2","Serval Attack","Film Scores"
"LA_times_8","Serval Attack","LA Times"
"latime_6c","Serval Attack","LA Times"
"latimes_4b","Serval Attack","LA Times"
"latimes_6b","Serval Attack","La Times"
"latimes_6d","Serval Attack","La Times"
"latimes_9","Serval Attack","La Times"
"latimes_9b","Serval Attack","La Times"
"latimes_9c","Serval Attack","La Times"
"latimes_9c_2","Serval Attack","La Times"
"latimes_10","Serval Attack","La Times"
"ohnofinal","Siwat","SIWAT-I"
"Replacement You","Serval Attack","SIWAT-I"
"jarednewyear","Serval Attack","Happy Fucking New Years!"
"lijaredbounceb","Serval Attack","Happy Fucking New Years!"
"liljaredbouncea","Serval Attack","Happy Fucking New Years!"
"dangerzone","Serval Attack","Movie Jams"
"Kiss Me Kiss Me","Pretty Little Nerd","Kiss Me Kiss Me EP"
"Half A Second Final!","Pretty Little Nerd","Kiss Me Kiss Me EP"
"All I Wanna Do Is Love","Pretty Little Nerd","Kiss Me Kiss Me EP"
"Me and You","Pretty Little Nerd","Kiss Me Kiss Me EP"
"Hammer Away","Valeze","Polyamorous (Unreleased)"
"One 4 Me","Valeze","Polyamorous (Unreleased)"
"Anything You Want","Valeze","Polyamorous (Unreleased)"
"Kiss Me Kiss Me Instrumental","Pretty Little Nerd","Kiss Me Kiss Me EP"
"Stuck In His Way Instrumental","Pretty Little Nerd","Kiss Me Kiss Me EP"
"Half A Second Instrumental","Pretty Little Nerd","Kiss Me Kiss Me EP"
"All I Wanna Do Is Love Instrumental","Pretty Little Nerd","Kiss Me Kiss Me EP"
"Hammer Away Instrumental","Valeze","Polyamorous (Unreleased)"
"One 4 Me Instrumental","Valeze","Polyamorous (Unreleased)"
"Stand By Your Side Instrumental","Valeze","Unreleased"
"Silently Blind Instrumental","Valeze","Unreleased"
"All Is Full of Love","Valeze","Unreleased"
"Let U Go","Valeze","NR Quality"
"Lovesong","Valeze","Unreleased"
"Big Blue Eyes","Valeze","NR Quality"
"Control","Valeze","Unreleased"
"China Doll","Valeze","Unreleased"
"Arabia Beat","Valeze","Unreleased"
"Today Is All We Have","Valeze","Unreleased"
"Go Go Go Remix (DJ Mikey Boy Williams)","Valeze","Unreleased"
"Blow","Valeze","Unreleased"
"Go Go Go","Valeze","Unreleased"
"Cut You Loose","Valeze","Unreleased"
"Please Me","Valeze","Unreleased"
"Ya Got Me","Valeze","Unreleased"
"Psycho","Valeze","Unreleased"
"Go Go Go INSTRU Remix (DJ Mikey Boy Williams)","Valeze","Unreleased"
"Gorgeous","Valeze","Unreleased"
"Liar","Valeze","Unreleased"
"Hard To Forget","Valeze","Unreleased"
"Lovesong-Instr","Valeze","Unreleased"
"Instru-CutYouLoose","Valeze","Unreleased"
"Insru-Liar","Valeze","Unreleased"
"High and Dry","Valeze","Unreleased"
"Instru-YaGotMe","Valeze","Unreleased"
"Not That Easy","Valeze","Unreleased"
"LetsGiveItAGo","Valeze","Unreleased"
"JOEB_1","Joe Breitenbach ","none"
"JOEB_2","Joe Breitenbach ","none"
"JOEB_3","Joe Breitenbach ","none"
"JOEB_4","Joe Breitenbach ","none"
"JOEB_5","Joe Breitenbach ","none"
"JOEB_6","Joe Breitenbach ","none"
"JOEB_7","Joe Breitenbach ","none"
"JOEB_8","Joe Breitenbach ","none"
"JOEB_9","Joe Breitenbach ","none"
"JOEB_10","Joe Breitenbach ","none"
"JOEB_11","Joe Breitenbach ","none"
"JOEB_12","Joe Breitenbach ","none"
"JOEB_13","Joe Breitenbach ","none"
"JOEB_14","Joe Breitenbach ","none"
"JOEB_15","Joe Breitenbach ","none"
"JOEB_16","Joe Breitenbach ","none"
"JOEB_17","Joe Breitenbach ","none"
"JOEB_18","Joe Breitenbach ","none"
"JOEB_19","Joe Breitenbach ","none"
"JOEB_20","Joe Breitenbach ","none"
"JOEB_21","Joe Breitenbach ","none"
"JOEB_22","Joe Breitenbach ","none"
"JOEB_23","Joe Breitenbach ","none"
"JOEB_24","Joe Breitenbach ","none"
"JOEB_25","Joe Breitenbach ","none"
"JOEB_26","Joe Breitenbach ","none"
"JOEB_27","Joe Breitenbach ","none"
"JOEB_28","Joe Breitenbach ","none"
"JOEB_29","Joe Breitenbach ","none"
"JOEB_30","Joe Breitenbach ","none"
"JOEB_31","Joe Breitenbach ","none"
"JOEB_32","Joe Breitenbach ","none"
"JOEB_33","Joe Breitenbach ","none"
"JOEB_34","Joe Breitenbach ","none"
"JOEB_35","Joe Breitenbach ","none"
"JOEB_36","Joe Breitenbach ","none"
"JOEB_37","Joe Breitenbach ","none"
"JOEB_38","Joe Breitenbach ","none"
"JOEB_39","Joe Breitenbach ","none"
"JOEB_40","Joe Breitenbach ","none"
"JOEB_41","Joe Breitenbach ","none"
"JOEB_42","Joe Breitenbach ","none"
"JOEB_43","Joe Breitenbach ","none"
"JOEB_44","Joe Breitenbach ","none"
"JOEB_45","Joe Breitenbach ","none"
"JOEB_46","Joe Breitenbach ","none"
"JOEB_47","Joe Breitenbach ","none"
"JOEB_48","Joe Breitenbach ","none"
"JOEB_49","Joe Breitenbach ","none"
"JOEB_50","Joe Breitenbach ","none"
"JOEB_51","Joe Breitenbach ","none"
"JOEB_52","Joe Breitenbach ","none"
"JOEB_53","Joe Breitenbach ","none"
"JOEB_54","Joe Breitenbach ","none"
"JOEB_55","Joe Breitenbach ","none"
"JOEB_56","Joe Breitenbach ","none"
"JOEB_57","Joe Breitenbach ","none"
"JOEB_58","Joe Breitenbach ","none"
"JOEB_59","Joe Breitenbach ","none"
"JOEB_60","Joe Breitenbach ","none"
"JOEB_61","Joe Breitenbach ","none"
"JOEB_62","Joe Breitenbach ","none"
"JOEB_63","Joe Breitenbach ","none"
"JOEB_64","Joe Breitenbach ","none"
"JOEB_65","Joe Breitenbach ","none"
"JOEB_66","Joe Breitenbach ","none"
"JOEB_67","Joe Breitenbach ","none"
"JOEB_68","Joe Breitenbach ","none"
"JOEB_69","Joe Breitenbach ","none"
"JOEB_70","Joe Breitenbach ","none"
"JOEB_71","Joe Breitenbach ","none"
"JOEB_72","Joe Breitenbach ","none"
"JOEB_73","Joe Breitenbach ","none"
"JOEB_74","Joe Breitenbach ","none"
"JOEB_75","Joe Breitenbach ","none"
"JOEB_76","Joe Breitenbach ","none"
"JOEB_77","Joe Breitenbach ","none"
"JOEB_78","Joe Breitenbach ","none"
"JOEB_79","Joe Breitenbach ","none"
"JOEB_80","Joe Breitenbach ","none"
"dance_routine","Serval Attack","Jared Gutstadt Goes techno"
"weird_1","Serval Attack","Weird Stuff"
"RICARD_01 Daft Groove","David Ricard","David Ricard Vol. 1"
"RICARD_02 Just Another Day","David Ricard","David Ricard Vol. 1"
"RICARD_03 Just Like It","David Ricard","David Ricard Vol. 1"
"open_1","Serval Attack","Magic Helmet"
"RICARD_05 Risin Up","David Ricard","David Ricard Vol. 1"
"RICARD_08 panteneB","David Ricard","David Ricard Vol. 1"
"RICARD_10 loungearama","David Ricard","David Ricard Vol. 1"
"RICARD_11 aquafina","David Ricard","David Ricard Vol. 1"
"RICARD_12 1rate","David Ricard","David Ricard Vol. 1"
"RICARD_13 Navy Yard","David Ricard","David Ricard Vol. 1"
"RICARD_14 bravo1","David Ricard","David Ricard Vol. 1"
"RICARD_16 cine","David Ricard","David Ricard Vol. 1"
"RICARD 17 dads2","David Ricard","NR Glitch"
"RICARD_18 Brass Tacks","David Ricard","David Ricard Vol. 1"
"RICARD_19 kicheeeee mix","David Ricard","David Ricard Vol. 1"
"RICARD_20 littlemusic2","David Ricard","David Ricard Vol. 1"
"RICARD_22 musique","David Ricard","David Ricard Vol. 1"
"RICARD_23 my way shrt","David Ricard","David Ricard Vol. 1"
"RICARD_27 this is it!","David Ricard","David Ricard Vol. 1"
"RICARD_30 WendyB","David Ricard","David Ricard Vol. 1"
"RICARD_30 Whats Goin On","David Ricard","David Ricard Vol. 1"
"RICARD_33 Mo Dad","David Ricard","David Ricard Vol. 1"
"RICARD_34 Mt. Fuji","David Ricard","David Ricard Vol. 1"
"RICARD_35 Ban","David Ricard","David Ricard Vol. 1"
"RICARD_36 salsa","David Ricard","David Ricard Vol. 1"
"RICARD_38 AT Home1","David Ricard","David Ricard Vol. 1"
"RICARD_41 merc2","David Ricard","David Ricard Vol. 1"
"RICARD_41 Vault","David Ricard","David Ricard Vol. 1"
"RICARD_44 Elephant","David Ricard","David Ricard Vol. 1"
"RICARD_45 A Studio","David Ricard","David Ricard Vol. 1"
"RICARD_45 Hospital_DR","David Ricard","David Ricard Vol. 1"
"RICARD_49 Tummy","David Ricard","David Ricard Vol. 1"
"RICARD_51 AmEx_1b_DR 2","David Ricard","David Ricard Vol. 1"
"RICARD_54 Carefree1_DR","David Ricard","David Ricard Vol. 1"
"RICARD_55 CIBA4_DR","David Ricard","David Ricard Vol. 1"
"RICARD_56 Becks1_DR","David Ricard","David Ricard Vol. 1"
"RICARD_60 pfine mix","David Ricard","David Ricard Vol. 1"
"RICARD_64 Lenscrafters1b_DR","David Ricard","David Ricard Vol. 1"
"RICARD_64 Sherbet","David Ricard","David Ricard Vol. 1"
"RICARD_65 LENS_NOVOX_DR","David Ricard","David Ricard Vol. 1"
"RICARD_66 Jif_5_DR","David Ricard","David Ricard Vol. 1"
"RICARD_67 Jif_Slice3_DR","David Ricard","David Ricard Vol. 1"
"RICARD_68 Flonase2_DR 1","David Ricard","NR Glitch"
"RICARD_69 Flonase1a 1","David Ricard","David Ricard Vol. 1"
"RICARD_70 Nivea2_DR","David Ricard","David Ricard Vol. 1"
"RICARD_71 Tools-r1","David Ricard","David Ricard Vol. 1"
"RICARD_72 Tutorial_Me","David Ricard","David Ricard Vol. 1"
"RICARD_73 Do That","David Ricard","David Ricard Vol. 1"
"RICARD_73 trix me","David Ricard","David Ricard Vol. 1"
"RICARD_74 Sprint1_DR","David Ricard","David Ricard Vol. 1"
"RICARD_75 Marshalls_DR","David Ricard","David Ricard Vol. 1"
"RICARD_76 Scotts3_DR","David Ricard","David Ricard Vol. 1"
"RICARD_77 pm1_dr","David Ricard","David Ricard Vol. 1"
"RICARD_78 Plavix rev 4","David Ricard","NR Quality"
"RICARD_79 OG_DR_FULL2","David Ricard","David Ricard Vol. 1"
"RICARD_80 Nivea3_DR","David Ricard","David Ricard Vol. 1"
"RICARD_86 Canyonero","David Ricard","David Ricard Vol. 1"
"RICARD_90 Dad 3","David Ricard","David Ricard Vol. 1"
"RICARD_92 Boing!","David Ricard","David Ricard Vol. 1"
"RICARD_94 dreamland short","David Ricard","David Ricard Vol. 1"
"RICARD_99 poise","David Ricard","David Ricard Vol. 1"
"RICARD_All of it","David Ricard","David Ricard Vol. 1"
"RICARD Arts Crafts","David Ricard","David Ricard Vol. 1"
"RICARD_Dad 4","David Ricard","David Ricard Vol. 1"
"RICARD_Dat Da","David Ricard","David Ricard Vol. 1"
"RICARD_Deep End 2","David Ricard","David Ricard Vol. 1"
"RICARD_Funkenberg","David Ricard","David Ricard Vol. 1"
"RICARD_JLI_live","David Ricard","David Ricard Vol. 1"
"RICARD_Kannon","David Ricard","David Ricard Vol. 1"
"RICARD_Monica","David Ricard","David Ricard Vol. 1"
"RICARD_New B","David Ricard","David Ricard Vol. 1"
"RICARD_Ober","David Ricard","David Ricard Vol. 1"
"RICARD_Out Of Here","David Ricard","David Ricard Vol. 1"
"RICARD_Reaching Something","David Ricard","David Ricard Vol. 1"
"RICARD_Risin Instr","David Ricard","David Ricard Vol. 1"
"RICARD_Short Jack","David Ricard","David Ricard Vol. 1"
"RICARD_Soulstice","David Ricard","David Ricard Vol. 1"
"RICARD_Spyz like Me","David Ricard","David Ricard Vol. 1"
"RICARD_Summer Rock","David Ricard","David Ricard Vol. 1"
"RICARD_SunnyDay","David Ricard","David Ricard Vol. 1"
"RICARD_Too Old For THis","David Ricard","David Ricard Vol. 1"
"RICARD_vic 1","David Ricard","David Ricard Vol. 1"
"RICARD_vic 2","David Ricard","David Ricard Vol. 1"
"Bulletproof","Drew Smith ","Drew Smith"
"Left It All Behind","Drew Smith ","Drew Smith"
"TOMAHAWK","Cortez the Killer","CORTEZ THE KILLER"
"MAKE A MOVE","Cortez the Killer","CORTEZ THE KILLER"
"TAKE A BOW","Cortez the Killer","CORTEZ THE KILLER"
"PROSTITUTE","Cortez the Killer","CORTEZ THE KILLER"
"MEDUSA","Cortez the Killer","CORTEZ THE KILLER"
"CHEMICAL L.A.","Cortez the Killer","CORTEZ THE KILLER"
"MY TURN","Cortez the Killer","CORTEZ THE KILLER"
"Gambit_(INSTRUMENTAL)","Cortez the Killer","CORTEZ THE KILLER"
"ROBOT_PROM_(ROUGH)","Cortez the Killer","CORTEZ THE KILLER"
"Fortress","Eagle & Talon","Eagle_Talon"
"Good Luck Jan","Eagle & Talon","Eagle_Talon"
"Hot Caught","Eagle & Talon","Eagle_Talon"
"Palm_bassist","Eagle & Talon","Eagle_Talon"
"werewolf bounce","Eagle & Talon","Eagle_Talon"
"Coast 3","Eagle & Talon","Eagle_Talon"
"Palm Springs","Eagle & Talon","Eagle_Talon"
"She Took Everything","Drew Smith ","Drew Smith"
"You Used To Call Home","Drew Smith ","Drew Smith"
"Art College","Quitzow","Art College"
"Better Than Ever","Quitzow","Art College"
"Cats r People 2","Quitzow","Art College"
"Jackpot","Quitzow","Art College"
"Love","Quitzow","Art College"
"On TV!","Quitzow","Art College"
"Peanut","Quitzow","Art College"
"Rhythm Machine","Quitzow","Art College"
"Slept in my Car","Quitzow","Art College"
"Sponsor (It Didnt Mean a Thing)","Quitzow","Art College"
"Stay Away From John","Quitzow","Art College"
"Unripened Fruit","Quitzow","Art College"
"Babies Instrumental sample 2nd _01","Audrey Ryan","Audrey Ryans Instrumentals"
"Babies Instrumental_03","Audrey Ryan","Audrey Ryans Instrumentals"
"CancerHeartInstrumentl_09","Audrey Ryan","Audrey Ryans Instrumentals"
"DishesAndPillsInstrumental_03","Audrey Ryan","Audrey Ryans Instrumentals"
"Free Instrumental_03","Audrey Ryan","Audrey Ryans Instrumentals"
"LaterAlligatorinstrumental_04","Audrey Ryan","Audrey Ryans Instrumentals"
"Make DeadIInstrumental_02","Audrey Ryan","Audrey Ryans Instrumentals"
"NoDifferenceInstrumntl_01","Audrey Ryan","Audrey Ryans Instrumentals"
"Panda SongInstrumental_04","Audrey Ryan","Audrey Ryans Instrumentals"
"People Instrumental_02","Audrey Ryan","Audrey Ryans Instrumentals"
"PrimaDonnaInstrumental_04","Audrey Ryan","Audrey Ryans Instrumentals"
"Simplify Instrumental_04","Audrey Ryan","Audrey Ryans Instrumentals"
"Ukelele instrumental_03","Audrey Ryan","Audrey Ryans Instrumentals"
"YouTookMeTherInstrmntl_05","Audrey Ryan","Audrey Ryans Instrumentals"
"twistedV1","Budo","Josh Karp"
"TooBigV2","Budo","Josh Karp"
"LifeInTheHiveV2","Budo","88 Keys and Counting"
"Exiting The Hive","Budo","88 Keys and Counting"
"bumpthispleaseV2","Budo","88 Keys and Counting"
"theoneV2","Budo","88 Keys and Counting"
"Lob36b","Budo","88 Keys and Counting"
"maniaV1","Budo","88 Keys and Counting"
"TackV2","Budo","88 Keys and Counting"
"Sadbutlarge","Budo","88 Keys and Counting"
"dre","Budo","Josh Karp "
"subtle","Budo","88 Keys and Counting"
"Carry me Away","Setting Sun","Children of the Wild"
"Happy Joy","Setting Sun","Children of the Wild"
"How Long","Setting Sun","Children of the Wild"
"Inside my Love","Setting Sun","Children of the Wild"
"Love my Love","Setting Sun","Children of the Wild"
"Morning Song","Setting Sun","Children of the Wild"
"No Devil Me No More","Setting Sun","Children of the Wild"
"Not Waste","Setting Sun","Children of the Wild"
"Overjoyed","Setting Sun","Children of the Wild"
"Slob","Setting Sun","Children of the Wild"
"What we Wanted","Setting Sun","Children of the Wild"
"2319","Serval Attack","Group Sounds B Sides"
"AnyoneEveryOne","Serval Attack","Group Sounds B Sides"
"Gingerbread Man","Serval Attack","Group Sounds B Sides"
"Goodbye","Serval Attack","Group Sounds B Sides"
"Goodbye2","Serval Attack","Group Sounds B Sides"
"Highschool Girl","Serval Attack","Group Sounds B Sides"
"Jukebox","Serval Attack","Group Sounds B Sides"
"PeopleontheLeft","Serval Attack","Group Sounds B Sides"
"Prize Up High","Serval Attack","Group Sounds B Sides"
"These Days","Serval Attack","Group Sounds B Sides"
"Love Me","Blaire Reinhard Band","The Blaire Reinhard Band"
"Wonder","Blaire Reinhard Band","none"
"Rockin Christmas","Blaire Reinhard Band","ARCHIVED RC ALBUM NAME"
"All You Have Short Jam","Blaire Reinhard Band","none"
"Another Season","Blaire Reinhard Band","none"
"Another Season Instrumental","Blaire Reinhard Band","none"
"Said Goodbye","Blaire Reinhard Band","none"
"Days Go By","Blaire Reinhard Band","Self Titled"
"Step Into The Light","Blaire Reinhard Band","none"
"Jingle Bell Ballad","Blaire Reinhard Band","none"
"Deck The Halls","Blaire Reinhard Band","none"
"Agnus Dei Requiem","Blaire Reinhard Band","none"
"Trepan - A is for Action","Troy Lund","The Cause of and Solution to"
"Trepan - Aggression  Obsession","Troy Lund","The Cause of and Solution to"
"Trepan - Angels or Thieves","Troy Lund","The Cause of and Solution to"
"Trepan - Golden","Troy Lund","The Cause of and Solution to"
"Trepan - Hive","Troy Lund","The Cause of and Solution to"
"Trepan - Lambs to the Slaughter","Troy Lund","The Cause of and Solution to"
"Trepan - Precious Young Blood","Troy Lund","The Cause of and Solution to"
"Trepan - Think - Bleed - Rock","Troy Lund","The Cause of and Solution to"
"Trepan - Too Heavy","Troy Lund","The Cause of and Solution to"
"Trepan - Work Hard","Troy Lund","The Cause of and Solution to"
"mens3_extended","Serval Attack","Jingle Jared Gets Modern"
"mens_1_extend","Serval Attack","Jingle Jared Gets Modern"
"Schick_ladies3_extend","Serval Attack","Jingle Jared Gets Modern"
"schick_ladies2_extended","Serval Attack","Jingle Jared Gets Modern"
"mens_2_extend","Serval Attack","Jingle Jared Gets Modern"
"schick_womans_1","Serval Attack","Jingle Jared Gets Modern"
"Found it By Midnite","Setting Sun","Setting Sun-Math and Magic"
"The Only One","Setting Sun","Setting Sun-Math and Magic"
"toryota_1","Serval Attack","Songs to Drive To"
"toyota_2","Serval Attack","Songs to Drive To"
"toyota_3","Serval Attack","Songs to Drive To"
"toyota_4","Serval Attack","Songs to Drive To"
"toyota_5b","Serval Attack","Songs to Drive To"
"toyota_6","Serval Attack","Songs to Drive To"
"cool_whip_1","Serval Attack","Cool Whip"
"cool_whip_2","Serval Attack","Cool Whip"
"cool_whip_3","Serval Attack","Cool Whip"
"Back Alley Contortion","Lukas Kaiser","Lukas Hip Hop & Classical"
"Chase Classical-1 177 BPM","Lukas Kaiser","Lukas Hip Hop & Classical"
"Contract to Terminate","Troy Lund","Unfair and Imbalanced"
"Contract to Terminate Inst","Troy Lund","Unfair and Imbalanced"
"Without Any Warning","Kurt Feldhun","Kurt Feldhun"
"The Underbelly","Kurt Feldhun","Kurt Feldhun"
"Kinky Kitten","Troy Lund","Unfair and Imbalanced"
"Walk In The Dark","Kurt Feldhun","Kurt Feldhun"
"It May Rain","Kurt Feldhun","Kurt Feldhun"
"Ultra Particular","Kurt Feldhun","Kurt Feldhun"
"ROGER44","Roger Greenawalt","Jolly Roger Vol. 1"
"ROGER39","Roger Greenawalt","Jolly Roger Vol. 1"
"ROGER42","Roger Greenawalt","Jolly Roger Vol. 1"
"Innocence","Kurt Feldhun","Kurt Feldhun"
"Let Me Out","Kurt Feldhun","From a Horizontal Position"
"Dead Folks","Lukas Kaiser","Lukas Avi Hip Hop"
"Happy Harpsichord Solo-1 77","Lukas Kaiser","Lukas Avi Classical"
"Headphone Disco","Lukas Kaiser","Lukas Avi Hip Hop"
"Hit Em Over The Head","Lukas Kaiser","Lukas Avi Hip Hop"
"Kids Play","Lukas Kaiser","Lukas Avi Hip Hop"
"New Jack Swing","Lukas Kaiser","Lukas Avi Hip Hop"
"Tripping Again","Lukas Kaiser","Lukas Avi Hip Hop"
"Scary Classical-1 109 BPM","Lukas Kaiser","Lukas Avi Classical"
"Upbeat March-1 109 BPM","Lukas Kaiser","Lukas Avi Classical"
"Dont Call Me Baby Instrumental","Pretty Little Nerd","Tiff Randol"
"Hush Instrumental","Pretty Little Nerd","Tiff Randol"
"Messing Instrumental_03","Audrey Ryan","Audrey Ryans Instrumentals"
"flight_of_thehelmet","Serval Attack","Jared Gutstadt"
"Carry me Away REMIX","Setting Sun","Setting Sun-Children of the Remix"
"How Long REMIX","Setting Sun","Setting Sun-Children of the Remix"
"Not Waste REMIX","Setting Sun","Setting Sun-Children of the Remix"
"Theyre Calling","Setting Sun","Setting Sun-Children of the Remix"
"Do you Really","Kurt Feldhun","Kurt Feldhun Vol . 1"
"Working for you","Wade Settle","Rising Sun"
"Doomsville","Wade Settle","Weapons of mass distortion"
"lock and load","Wade Settle","Weapons of mass distortion"
"temporary glitch","Wade Settle","Weapons of mass distortion"
"my clock","Wade Settle","Weapons of mass distortion"
"pedestal","Wade Settle","Weapons of mass distortion"
"Assaultive","Wade Settle","Rising Sun"
"3d","Wade Settle","Rising Sun"
"Terror eyes","Wade Settle","Rising Sun"
"commando","Wade Settle","untitiled"
"depths","Wade Settle","Weapons of mass distortion"
"retrieve the history","Wade Settle","Weapons of mass distortion"
"killjoy","Wade Settle","Weapons of mass distortion"
"ROGER01","Roger Greenawalt","Jolly Roger Cues Vol.1"
"ROGER02","Roger Greenawalt","Jolly Roger Cues Vol.1"
"ROGER03","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER04","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER05","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER06","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER07","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER08","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER09","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER10","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER11","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER12","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER13","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER14","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER15","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER16","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER17","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER18","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER19","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER20","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER21","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER22","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER24","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER25","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER26","Roger Greenawalt","Jolly Rog Vol. 1"
"ROGER27","Roger Greenawalt","Jolly Rog Vol. 1"
